balanced_record_id,source_record_id,event_id,category,title,timestamp,region_id,region_row,region_col,latitude,longitude,primary_subarchetype,assigned_subarchetype,assigned_archetype,projection_weight
3A_00960,EONET_5359:46,EONET_5359,Sea and Lake Ice,Iceberg A76C,2026-03-06T00:00:00Z,r05_23,5,23,-59.26,-37.2,3C,3A,general,0.2
3C_00042,EONET_10212:28,EONET_10212,Sea and Lake Ice,Iceberg B22F,2026-03-06T00:00:00Z,r03_00,3,0,-67.31,-178.77,3C,3C,general,0.55
3C_00101,EONET_15852:10,EONET_15852,Sea and Lake Ice,Iceberg C18C,2026-03-06T00:00:00Z,r04_38,4,38,-65.75,51.67,3C,3C,general,0.55
3C_00115,EONET_10212:28,EONET_10212,Sea and Lake Ice,Iceberg B22F,2026-03-06T00:00:00Z,r03_00,3,0,-67.31,-178.77,3C,3C,general,0.55
3C_00248,EONET_4125:60,EONET_4125,Sea and Lake Ice,Iceberg B15AB,2026-03-06T00:00:00Z,r06_24,6,24,-53.33,-33.75,3C,3C,general,0.55
3C_00343,EONET_15852:10,EONET_15852,Sea and Lake Ice,Iceberg C18C,2026-03-06T00:00:00Z,r04_38,4,38,-65.75,51.67,3C,3C,general,0.55
3C_00447,EONET_14284:9,EONET_14284,Sea and Lake Ice,Iceberg B22H,2026-03-06T00:00:00Z,r03_00,3,0,-71.91,-178.51,3C,3C,general,0.55
3C_00669,EONET_15852:10,EONET_15852,Sea and Lake Ice,Iceberg C18C,2026-03-06T00:00:00Z,r04_38,4,38,-65.75,51.67,3C,3C,general,0.55
3C_00758,EONET_2734:70,EONET_2734,Sea and Lake Ice,Iceberg A23A,2026-03-06T00:00:00Z,r06_24,6,24,-48.6,-33.43,3C,3C,general,0.55
3C_00808,EONET_15852:10,EONET_15852,Sea and Lake Ice,Iceberg C18C,2026-03-06T00:00:00Z,r04_38,4,38,-65.75,51.67,3C,3C,general,0.55
3C_01079,EONET_10212:28,EONET_10212,Sea and Lake Ice,Iceberg B22F,2026-03-06T00:00:00Z,r03_00,3,0,-67.31,-178.77,3C,3C,general,0.55
1B_00474,EONET_18560:0,EONET_18560,Wildfires,"Site 2 RX Prescribed Fire, Clay, Alabama",2026-03-06T09:19:00Z,r20_15,20,15,33.1925,-86.1583,3B,1B,chain_like,0.25
2A_00171,EONET_18423:2,EONET_18423,Severe Storms,Tropical Cyclone 26S,2026-03-06T12:00:00Z,r12_48,12,48,-15.9,112.9,3B,2A,wide_shallow,0.25
3B_00343,EONET_18541:0,EONET_18541,Wildfires,"HAT MESA Wildfire, Lea, New Mexico",2026-03-06T15:56:00Z,r20_12,20,12,32.4377,-103.6503,3B,3B,general,0.35
3B_00528,EONET_18541:0,EONET_18541,Wildfires,"HAT MESA Wildfire, Lea, New Mexico",2026-03-06T15:56:00Z,r20_12,20,12,32.4377,-103.6503,3B,3B,general,0.35
1A_00537,EONET_18423:3,EONET_18423,Severe Storms,Tropical Cyclone 26S,2026-03-06T18:00:00Z,r12_48,12,48,-16.1,112.5,3B,1A,chain_like,0.1
2A_00392,EONET_18423:3,EONET_18423,Severe Storms,Tropical Cyclone 26S,2026-03-06T18:00:00Z,r12_48,12,48,-16.1,112.5,3B,2A,wide_shallow,0.25
2A_01035,EONET_18423:3,EONET_18423,Severe Storms,Tropical Cyclone 26S,2026-03-06T18:00:00Z,r12_48,12,48,-16.1,112.5,3B,2A,wide_shallow,0.25
1A_00288,EONET_18551:0,EONET_18551,Wildfires,"Compartment 160 RX Prescribed Fire, Putnam, Georgia",2026-03-06T19:12:00Z,r20_16,20,16,33.3669,-83.4938,3B,1A,chain_like,0.1
2A_00170,EONET_18423:4,EONET_18423,Severe Storms,Tropical Cyclone 26S,2026-03-07T00:00:00Z,r12_48,12,48,-16.5,111.8,3B,2A,wide_shallow,0.25
2A_00407,EONET_18423:4,EONET_18423,Severe Storms,Tropical Cyclone 26S,2026-03-07T00:00:00Z,r12_48,12,48,-16.5,111.8,3B,2A,wide_shallow,0.25
2A_00659,EONET_18423:5,EONET_18423,Severe Storms,Tropical Cyclone 26S,2026-03-07T06:00:00Z,r12_48,12,48,-17.2,110.2,3B,2A,wide_shallow,0.25
2A_00755,EONET_18423:5,EONET_18423,Severe Storms,Tropical Cyclone 26S,2026-03-07T06:00:00Z,r12_48,12,48,-17.2,110.2,3B,2A,wide_shallow,0.25
1A_00899,EONET_18552:0,EONET_18552,Wildfires,"11A/11B/11C RX Prescribed Fire, Jasper, Georgia",2026-03-07T09:39:00Z,r20_16,20,16,33.1551,-83.69,3B,1A,chain_like,0.1
1B_01019,EONET_18554:0,EONET_18554,Wildfires,"Bienville CPT 30 Sub1 CPT 20 Sub1 RX Prescribed Fire, Scott, Mississippi",2026-03-07T09:45:00Z,r20_15,20,15,32.4147,-89.6184,3B,1B,chain_like,0.25
1A_00644,EONET_18423:6,EONET_18423,Severe Storms,Tropical Cyclone 26S,2026-03-07T12:00:00Z,r12_48,12,48,-17.6,108.9,3B,1A,chain_like,0.1
2A_00747,EONET_18423:7,EONET_18423,Severe Storms,Tropical Cyclone 26S,2026-03-07T18:00:00Z,r12_47,12,47,-17.5,107.7,3B,2A,wide_shallow,0.25
1A_00105,EONET_18624:0,EONET_18624,Wildfires,Wildfire in Sudan 1027801,2026-03-07T19:00:00Z,r16_35,16,35,7.2157,31.4062,3B,1A,chain_like,0.1
1A_01099,EONET_18624:0,EONET_18624,Wildfires,Wildfire in Sudan 1027801,2026-03-07T19:00:00Z,r16_35,16,35,7.2157,31.4062,3B,1A,chain_like,0.1
3A_00225,EONET_18625:0,EONET_18625,Wildfires,Wildfire in Sudan 1027802,2026-03-07T19:00:00Z,r16_35,16,35,8.6768,31.5773,3B,3A,general,0.15
3B_00845,EONET_18512:0,EONET_18512,Wildfires,Wildfire in Liberia 1027770,2026-03-07T19:00:00Z,r16_28,16,28,7.8716,-9.5064,3B,3B,general,0.35
3B_00897,EONET_18605:0,EONET_18605,Wildfires,Wildfire in Central African Republic 1027784,2026-03-07T19:00:00Z,r16_34,16,34,7.0114,24.4317,3B,3B,general,0.35
3B_01034,EONET_18512:0,EONET_18512,Wildfires,Wildfire in Liberia 1027770,2026-03-07T19:00:00Z,r16_28,16,28,7.8716,-9.5064,3B,3B,general,0.35
1A_00613,EONET_18528:0,EONET_18528,Wildfires,"OLD BOWLING GREEN Wildfire, Polk, Florida",2026-03-07T19:11:00Z,r19_16,19,16,27.6811,-81.8244,3B,1A,chain_like,0.1
3A_00006,EONET_18542:0,EONET_18542,Wildfires,"RX Interior Pastures 2 Prescribed Fire, Comanche, Oklahoma",2026-03-08T08:07:00Z,r20_13,20,13,34.7474,-98.7001,3B,3A,general,0.15
3B_01092,EONET_18542:0,EONET_18542,Wildfires,"RX Interior Pastures 2 Prescribed Fire, Comanche, Oklahoma",2026-03-08T08:07:00Z,r20_13,20,13,34.7474,-98.7001,3B,3B,general,0.35
1A_00922,EONET_18546:0,EONET_18546,Wildfires,"South Patrol North RX Prescribed Fire, Will, Illinois",2026-03-08T11:35:00Z,r21_15,21,15,41.3548,-88.156,3B,1A,chain_like,0.1
3B_00195,EONET_18546:0,EONET_18546,Wildfires,"South Patrol North RX Prescribed Fire, Will, Illinois",2026-03-08T11:35:00Z,r21_15,21,15,41.3548,-88.156,3B,3B,general,0.35
2B_00351,EONET_18602:0,EONET_18602,Floods,Flood in Ethiopia 1103798,2026-03-08T20:00:00Z,r16_36,16,36,6.1701,37.2621,2B,2B,wide_shallow,0.4
2B_00617,EONET_18594:0,EONET_18594,Floods,Flood in Italy 1103797,2026-03-08T20:00:00Z,r22_31,22,31,44.4073,8.9339,2B,2B,wide_shallow,0.4
1B_00778,EONET_18529:0,EONET_18529,Wildfires,"Maroon Wildfire, Oldham, Texas",2026-03-08T21:49:00Z,r20_12,20,12,35.5866,-102.2848,3B,1B,chain_like,0.25
3A_00124,EONET_18529:0,EONET_18529,Wildfires,"Maroon Wildfire, Oldham, Texas",2026-03-08T21:49:00Z,r20_12,20,12,35.5866,-102.2848,3B,3A,general,0.15
1A_00579,EONET_18665:0,EONET_18665,Wildfires,"Salina Canyon East RX Prescribed Fire, Sevier, Utah",2026-03-09T12:02:00Z,r21_11,21,11,38.84,-111.4381,3B,1A,chain_like,0.1
1A_00079,EONET_18532:0,EONET_18532,Wildfires,"Porcupine Creek Wildfire, Campbell, Wyoming",2026-03-09T15:37:00Z,r22_12,22,12,43.699,-105.6475,3B,1A,chain_like,0.1
2A_00815,EONET_18532:0,EONET_18532,Wildfires,"Porcupine Creek Wildfire, Campbell, Wyoming",2026-03-09T15:37:00Z,r22_12,22,12,43.699,-105.6475,3B,2A,wide_shallow,0.15
1A_00145,EONET_18633:0,EONET_18633,Wildfires,Wildfire in India 1027813,2026-03-09T19:00:00Z,r17_43,17,43,14.296,78.8747,3B,1A,chain_like,0.1
1B_00855,EONET_18633:0,EONET_18633,Wildfires,Wildfire in India 1027813,2026-03-09T19:00:00Z,r17_43,17,43,14.296,78.8747,3B,1B,chain_like,0.25
2A_00037,EONET_18633:0,EONET_18633,Wildfires,Wildfire in India 1027813,2026-03-09T19:00:00Z,r17_43,17,43,14.296,78.8747,3B,2A,wide_shallow,0.15
3A_00131,EONET_18631:0,EONET_18631,Wildfires,Wildfire in India 1027815,2026-03-09T19:00:00Z,r18_45,18,45,22.4056,92.6606,3B,3A,general,0.15
2B_00520,EONET_18593:0,EONET_18593,Floods,Flood in Tanzania 1103796,2026-03-09T20:00:00Z,r14_35,14,35,-2.5526,32.91,2B,2B,wide_shallow,0.4
2B_00976,EONET_18593:0,EONET_18593,Floods,Flood in Tanzania 1103796,2026-03-09T20:00:00Z,r14_35,14,35,-2.5526,32.91,2B,2B,wide_shallow,0.4
1A_00221,EONET_18659:0,EONET_18659,Wildfires,"Morris Hill RX Prescribed Fire, Alleghany, Virginia",2026-03-10T07:45:00Z,r21_16,21,16,37.9331,-79.9701,3B,1A,chain_like,0.1
1A_00634,EONET_19374:0,EONET_19374,Wildfires,"C-202 &amp; 203 LC RX Prescribed Fire, Abbeville, South Carolina",2026-03-10T08:03:00Z,r20_16,20,16,34.0916,-82.3069,3B,1A,chain_like,0.1
1A_00378,EONET_19210:0,EONET_19210,Wildfires,"Compartment 113 RX Prescribed Fire, Jasper, Georgia",2026-03-10T16:00:00Z,r20_16,20,16,33.1781,-83.7414,3B,1A,chain_like,0.1
3B_00254,EONET_18531:0,EONET_18531,Wildfires,"RX PCS White Oak Prescribed Fire, Scott, Arkansas",2026-03-10T17:12:00Z,r20_14,20,14,34.9747,-93.8851,3B,3B,general,0.35
1B_00791,EONET_18707:0,EONET_18707,Wildfires,Wildfire in China 1027827,2026-03-10T19:00:00Z,r22_51,22,51,44.5502,129.4417,3B,1B,chain_like,0.25
2A_00007,EONET_18641:0,EONET_18641,Wildfires,Wildfire in India 1027819,2026-03-10T19:00:00Z,r17_43,17,43,15.2666,78.7706,3B,2A,wide_shallow,0.15
1A_00088,EONET_19367:0,EONET_19367,Wildfires,"85A Wyden FM RX Prescribed Fire, Berkeley, South Carolina",2026-03-11T07:36:00Z,r20_16,20,16,33.1346,-79.7725,3B,1A,chain_like,0.1
2A_00728,EONET_19367:0,EONET_19367,Wildfires,"85A Wyden FM RX Prescribed Fire, Berkeley, South Carolina",2026-03-11T07:36:00Z,r20_16,20,16,33.1346,-79.7725,3B,2A,wide_shallow,0.15
2A_01021,EONET_19367:0,EONET_19367,Wildfires,"85A Wyden FM RX Prescribed Fire, Berkeley, South Carolina",2026-03-11T07:36:00Z,r20_16,20,16,33.1346,-79.7725,3B,2A,wide_shallow,0.15
3A_00176,EONET_19373:0,EONET_19373,Wildfires,"C-297 LC RX Prescribed Fire, McCormick, South Carolina",2026-03-11T07:41:00Z,r20_16,20,16,33.78,-82.1803,3B,3A,general,0.15
1B_00224,EONET_19368:0,EONET_19368,Wildfires,"C-147 WYDEN FM RX Prescribed Fire, Berkeley, South Carolina",2026-03-11T07:50:00Z,r20_16,20,16,33.1989,-79.5466,3B,1B,chain_like,0.25
3A_00576,EONET_19368:0,EONET_19368,Wildfires,"C-147 WYDEN FM RX Prescribed Fire, Berkeley, South Carolina",2026-03-11T07:50:00Z,r20_16,20,16,33.1989,-79.5466,3B,3A,general,0.15
1B_00993,EONET_19200:0,EONET_19200,Wildfires,"C-107 C-119 BLOCKS B EN RX Prescribed Fire, Newberry, South Carolina",2026-03-11T07:51:00Z,r20_16,20,16,34.4567,-81.4369,3B,1B,chain_like,0.25
2A_00494,EONET_19211:0,EONET_19211,Wildfires,"Hale Ridge East/West RX Prescribed Fire, Rabun, Georgia",2026-03-11T09:44:00Z,r20_16,20,16,34.952,-83.253,3B,2A,wide_shallow,0.15
1A_00129,EONET_18630:0,EONET_18630,Wildfires,Wildfire in China 1027814,2026-03-11T19:00:00Z,r22_51,22,51,45.3598,130.2984,3B,1A,chain_like,0.1
1A_00567,EONET_18719:0,EONET_18719,Wildfires,Wildfire in Myanmar 1027840,2026-03-11T19:00:00Z,r18_45,18,45,19.7004,94.524,3B,1A,chain_like,0.1
1A_01093,EONET_18604:0,EONET_18604,Wildfires,Wildfire in China 1027797,2026-03-11T19:00:00Z,r22_51,22,51,44.2835,129.2153,3B,1A,chain_like,0.1
2A_00714,EONET_18705:0,EONET_18705,Wildfires,"Wildfire in India, Myanmar 1027832",2026-03-11T19:00:00Z,r18_45,18,45,22.1483,92.7916,3B,2A,wide_shallow,0.15
3B_00372,EONET_18604:0,EONET_18604,Wildfires,Wildfire in China 1027797,2026-03-11T19:00:00Z,r22_51,22,51,44.2835,129.2153,3B,3B,general,0.35
1B_00644,EONET_18658:0,EONET_18658,Wildfires,"Road 203 Wildfire, Thomas, Nebraska",2026-03-12T17:08:00Z,r21_13,21,13,41.8466,-100.4097,3B,1B,chain_like,0.25
2A_01041,EONET_18651:0,EONET_18651,Wildfires,"Qury Wildfire, Custer, South Dakota",2026-03-12T17:17:00Z,r22_12,22,12,43.7481,-103.5667,3B,2A,wide_shallow,0.15
1A_00585,EONET_18747:0,EONET_18747,Wildfires,Wildfire in Myanmar 1027864,2026-03-12T19:00:00Z,r18_46,18,46,19.022,97.2907,3B,1A,chain_like,0.1
1B_00326,EONET_18747:0,EONET_18747,Wildfires,Wildfire in Myanmar 1027864,2026-03-12T19:00:00Z,r18_46,18,46,19.022,97.2907,3B,1B,chain_like,0.25
3A_00596,EONET_18638:0,EONET_18638,Wildfires,Wildfire in China 1027823,2026-03-12T19:00:00Z,r22_51,22,51,45.3029,131.6326,3B,3A,general,0.15
3A_00619,EONET_18640:0,EONET_18640,Wildfires,Wildfire in China 1027821,2026-03-12T19:00:00Z,r22_51,22,51,45.2979,130.1907,3B,3A,general,0.15
3B_00033,EONET_18619:0,EONET_18619,Wildfires,Wildfire in United States 1027806,2026-03-12T19:00:00Z,r21_13,21,13,40.798,-100.3774,3B,3B,general,0.35
3B_00142,EONET_18621:0,EONET_18621,Wildfires,Wildfire in United States 1027808,2026-03-12T19:00:00Z,r21_13,21,13,40.887,-100.363,3B,3B,general,0.35
3B_00360,EONET_18704:0,EONET_18704,Wildfires,Wildfire in China 1027826,2026-03-12T19:00:00Z,r22_50,22,50,43.548,124.3729,3B,3B,general,0.35
3A_00030,EONET_18691:0,EONET_18691,Wildfires,"Anderson Bridge Wildfire, Cherry, Nebraska",2026-03-12T21:50:00Z,r22_13,22,13,42.8024,-100.9613,3B,3A,general,0.15
3A_00393,EONET_18691:0,EONET_18691,Wildfires,"Anderson Bridge Wildfire, Cherry, Nebraska",2026-03-12T21:50:00Z,r22_13,22,13,42.8024,-100.9613,3B,3A,general,0.15
1B_00828,EONET_4133:41,EONET_4133,Sea and Lake Ice,Iceberg C18B,2026-03-13T00:00:00Z,r03_38,3,38,-66.38,48.31,3C,1B,chain_like,0.25
1B_00919,EONET_2734:71,EONET_2734,Sea and Lake Ice,Iceberg A23A,2026-03-13T00:00:00Z,r06_24,6,24,-48.95,-31.79,3C,1B,chain_like,0.25
3C_00033,EONET_6523:26,EONET_6523,Sea and Lake Ice,Iceberg A83,2026-03-13T00:00:00Z,r03_21,3,21,-67.48,-52.08,3C,3C,general,0.55
3C_00034,EONET_6474:30,EONET_6474,Sea and Lake Ice,Iceberg D35,2026-03-13T00:00:00Z,r04_21,4,21,-65.87,-48.19,3C,3C,general,0.55
3C_00317,EONET_6474:30,EONET_6474,Sea and Lake Ice,Iceberg D35,2026-03-13T00:00:00Z,r04_21,4,21,-65.87,-48.19,3C,3C,general,0.55
3C_00423,EONET_2734:71,EONET_2734,Sea and Lake Ice,Iceberg A23A,2026-03-13T00:00:00Z,r06_24,6,24,-48.95,-31.79,3C,3C,general,0.55
3C_00452,EONET_6474:30,EONET_6474,Sea and Lake Ice,Iceberg D35,2026-03-13T00:00:00Z,r04_21,4,21,-65.87,-48.19,3C,3C,general,0.55
3C_00465,EONET_6474:30,EONET_6474,Sea and Lake Ice,Iceberg D35,2026-03-13T00:00:00Z,r04_21,4,21,-65.87,-48.19,3C,3C,general,0.55
3C_00506,EONET_4133:41,EONET_4133,Sea and Lake Ice,Iceberg C18B,2026-03-13T00:00:00Z,r03_38,3,38,-66.38,48.31,3C,3C,general,0.55
3C_00757,EONET_2734:71,EONET_2734,Sea and Lake Ice,Iceberg A23A,2026-03-13T00:00:00Z,r06_24,6,24,-48.95,-31.79,3C,3C,general,0.55
3C_00782,EONET_4089:1,EONET_4089,Sea and Lake Ice,Iceberg C36,2026-03-13T00:00:00Z,r03_54,3,54,-67.76,147.04,3C,3C,general,0.55
3C_00876,EONET_6523:26,EONET_6523,Sea and Lake Ice,Iceberg A83,2026-03-13T00:00:00Z,r03_21,3,21,-67.48,-52.08,3C,3C,general,0.55
3C_01035,EONET_4089:1,EONET_4089,Sea and Lake Ice,Iceberg C36,2026-03-13T00:00:00Z,r03_54,3,54,-67.76,147.04,3C,3C,general,0.55
3B_00753,EONET_19199:0,EONET_19199,Wildfires,"C-40 EN SOUTH RX Prescribed Fire, Union, South Carolina",2026-03-13T07:33:00Z,r20_16,20,16,34.6103,-81.6256,3B,3B,general,0.35
2A_00617,EONET_19366:0,EONET_19366,Wildfires,"C-180 FM RX Prescribed Fire, Berkeley, South Carolina",2026-03-13T07:37:00Z,r20_16,20,16,33.1174,-79.6874,3B,2A,wide_shallow,0.15
3B_00376,EONET_19193:0,EONET_19193,Wildfires,"RUSSELL MOUNTAIN AP RX Prescribed Fire, Oconee, South Carolina",2026-03-13T07:41:00Z,r20_16,20,16,34.9072,-83.1678,3B,3B,general,0.35
3A_00883,EONET_18662:0,EONET_18662,Wildfires,"Devil&#039;s Well Rx Prescribed Fire, Shannon, Missouri",2026-03-13T08:30:00Z,r21_14,21,14,37.3829,-91.4934,3B,3A,general,0.15
1B_00400,EONET_18685:0,EONET_18685,Wildfires,"RX Bad Branch Prescribed Fire, Stone, Arkansas",2026-03-13T08:47:00Z,r21_14,21,14,36.022,-92.2045,3B,1B,chain_like,0.25
1A_00733,EONET_18684:0,EONET_18684,Wildfires,"ANF Huntington 47 RX Prescribed Fire, Angelina, Texas",2026-03-13T09:36:00Z,r20_14,20,14,31.2338,-94.4745,3B,1A,chain_like,0.1
2A_00962,EONET_18686:0,EONET_18686,Wildfires,"ANF Julie Creek RX Prescribed Fire, Angelina, Texas",2026-03-13T09:36:00Z,r20_14,20,14,31.178,-94.3364,3B,2A,wide_shallow,0.15
3A_00644,EONET_18682:0,EONET_18682,Wildfires,"RX Dry Branch Prescribed Fire, Pope, Arkansas",2026-03-13T09:37:00Z,r20_14,20,14,35.5333,-93.1667,3B,3A,general,0.15
3B_00851,EONET_18654:0,EONET_18654,Wildfires,"Morrill Wildfire, Garden, Nebraska",2026-03-13T10:30:00Z,r21_12,21,12,41.4744,-102.157,3B,3B,general,0.35
1A_00680,EONET_18690:0,EONET_18690,Wildfires,"RX Sherman Mountain Prescribed Fire, Montgomery, Arkansas",2026-03-13T10:38:00Z,r20_14,20,14,34.3889,-93.8603,3B,1A,chain_like,0.1
1B_00312,EONET_18690:0,EONET_18690,Wildfires,"RX Sherman Mountain Prescribed Fire, Montgomery, Arkansas",2026-03-13T10:38:00Z,r20_14,20,14,34.3889,-93.8603,3B,1B,chain_like,0.25
3A_00894,EONET_18690:0,EONET_18690,Wildfires,"RX Sherman Mountain Prescribed Fire, Montgomery, Arkansas",2026-03-13T10:38:00Z,r20_14,20,14,34.3889,-93.8603,3B,3A,general,0.15
1A_00831,EONET_18660:0,EONET_18660,Wildfires,"Natural Bridge Wildfire, Barry, Missouri",2026-03-13T10:54:00Z,r21_14,21,14,36.6018,-93.7566,3B,1A,chain_like,0.1
1B_01082,EONET_18688:0,EONET_18688,Wildfires,"Bicycle Bridge Wildfire, Marshall, Kansas",2026-03-13T11:00:00Z,r21_13,21,13,39.6388,-96.4778,3B,1B,chain_like,0.25
3B_01014,EONET_18688:0,EONET_18688,Wildfires,"Bicycle Bridge Wildfire, Marshall, Kansas",2026-03-13T11:00:00Z,r21_13,21,13,39.6388,-96.4778,3B,3B,general,0.35
1A_00976,EONET_18692:0,EONET_18692,Wildfires,"RX DRAKE RANCH SW Prescribed Fire, Murray, Oklahoma",2026-03-13T11:12:00Z,r20_13,20,13,34.5404,-97.1001,3B,1A,chain_like,0.1
1B_00873,EONET_18657:0,EONET_18657,Wildfires,"YEARLING PASTURE Wildfire, Osage, Oklahoma",2026-03-13T15:19:00Z,r21_13,21,13,36.5258,-96.575,3B,1B,chain_like,0.25
2A_00172,EONET_18657:0,EONET_18657,Wildfires,"YEARLING PASTURE Wildfire, Osage, Oklahoma",2026-03-13T15:19:00Z,r21_13,21,13,36.5258,-96.575,3B,2A,wide_shallow,0.15
1B_00465,EONET_18689:0,EONET_18689,Wildfires,"Division Ranch Wildfire, Chase, Kansas",2026-03-13T15:35:00Z,r21_13,21,13,38.49,-96.52,3B,1B,chain_like,0.25
2A_01040,EONET_18689:0,EONET_18689,Wildfires,"Division Ranch Wildfire, Chase, Kansas",2026-03-13T15:35:00Z,r21_13,21,13,38.49,-96.52,3B,2A,wide_shallow,0.15
2A_00782,EONET_18677:0,EONET_18677,Wildfires,"Bounds Branch RX Prescribed Fire, Dent, Missouri",2026-03-13T18:28:00Z,r21_14,21,14,37.4154,-91.2251,3B,2A,wide_shallow,0.15
1A_00163,EONET_18734:0,EONET_18734,Wildfires,Wildfire in Sierra Leone 1027849,2026-03-13T19:00:00Z,r16_28,16,28,8.2732,-11.5797,3B,1A,chain_like,0.1
1A_00535,EONET_18736:0,EONET_18736,Wildfires,Wildfire in Myanmar 1027856,2026-03-13T19:00:00Z,r18_46,18,46,19.0391,96.1473,3B,1A,chain_like,0.1
1A_00812,EONET_18746:0,EONET_18746,Wildfires,Wildfire in China 1027863,2026-03-13T19:00:00Z,r22_50,22,50,44.2946,125.2162,3B,1A,chain_like,0.1
1A_00926,EONET_18700:0,EONET_18700,Wildfires,Wildfire in China 1027828,2026-03-13T19:00:00Z,r22_50,22,50,43.6451,125.9233,3B,1A,chain_like,0.1
1A_01000,EONET_18637:0,EONET_18637,Wildfires,Wildfire in China 1027822,2026-03-13T19:00:00Z,r22_50,22,50,47.5023,124.2626,3B,1A,chain_like,0.1
1B_00163,EONET_18734:0,EONET_18734,Wildfires,Wildfire in Sierra Leone 1027849,2026-03-13T19:00:00Z,r16_28,16,28,8.2732,-11.5797,3B,1B,chain_like,0.25
1B_00351,EONET_18637:0,EONET_18637,Wildfires,Wildfire in China 1027822,2026-03-13T19:00:00Z,r22_50,22,50,47.5023,124.2626,3B,1B,chain_like,0.25
1B_01097,EONET_18637:0,EONET_18637,Wildfires,Wildfire in China 1027822,2026-03-13T19:00:00Z,r22_50,22,50,47.5023,124.2626,3B,1B,chain_like,0.25
3A_00858,EONET_18637:0,EONET_18637,Wildfires,Wildfire in China 1027822,2026-03-13T19:00:00Z,r22_50,22,50,47.5023,124.2626,3B,3A,general,0.15
3A_00991,EONET_18700:0,EONET_18700,Wildfires,Wildfire in China 1027828,2026-03-13T19:00:00Z,r22_50,22,50,43.6451,125.9233,3B,3A,general,0.15
3B_00535,EONET_18746:0,EONET_18746,Wildfires,Wildfire in China 1027863,2026-03-13T19:00:00Z,r22_50,22,50,44.2946,125.2162,3B,3B,general,0.35
3A_00957,EONET_18678:0,EONET_18678,Wildfires,"Butcher Hollow Block 1 RX Prescribed Fire, Reynolds, Missouri",2026-03-13T19:09:00Z,r21_14,21,14,37.4662,-91.0371,3B,3A,general,0.15
1A_00702,EONET_18675:0,EONET_18675,Wildfires,"RX CALV BU 127-128 Prescribed Fire, Vernon, Louisiana",2026-03-14T08:52:00Z,r20_14,20,14,30.9845,-92.9602,3B,1A,chain_like,0.1
2A_00101,EONET_18675:0,EONET_18675,Wildfires,"RX CALV BU 127-128 Prescribed Fire, Vernon, Louisiana",2026-03-14T08:52:00Z,r20_14,20,14,30.9845,-92.9602,3B,2A,wide_shallow,0.15
2A_00181,EONET_18675:0,EONET_18675,Wildfires,"RX CALV BU 127-128 Prescribed Fire, Vernon, Louisiana",2026-03-14T08:52:00Z,r20_14,20,14,30.9845,-92.9602,3B,2A,wide_shallow,0.15
2A_00387,EONET_18675:0,EONET_18675,Wildfires,"RX CALV BU 127-128 Prescribed Fire, Vernon, Louisiana",2026-03-14T08:52:00Z,r20_14,20,14,30.9845,-92.9602,3B,2A,wide_shallow,0.15
3B_00731,EONET_18668:0,EONET_18668,Wildfires,"RX Fourche Valley Unit 3 Prescribed Fire, Yell, Arkansas",2026-03-14T08:56:00Z,r20_14,20,14,34.9285,-93.6892,3B,3B,general,0.35
3B_00758,EONET_18676:0,EONET_18676,Wildfires,"Sherman Hunt Camp South &amp; Quail F RX Prescribed Fire, Clay, Alabama",2026-03-14T09:07:00Z,r20_15,20,15,33.25,-86.0961,3B,3B,general,0.35
3A_00087,EONET_18670:0,EONET_18670,Wildfires,"RX PCS Holly Mountain Prescribed Fire, Scott, Arkansas",2026-03-14T09:13:00Z,r20_14,20,14,34.8147,-93.8503,3B,3A,general,0.15
1A_00055,EONET_18805:0,EONET_18805,Wildfires,"RX Gee Creek Prescribed Fire, Johnson, Arkansas",2026-03-14T09:18:00Z,r20_14,20,14,35.6833,-93.25,3B,1A,chain_like,0.1
1A_00996,EONET_18669:0,EONET_18669,Wildfires,"RX Little Missouri Mountain Prescribed Fire, Polk, Arkansas",2026-03-14T09:22:00Z,r20_14,20,14,34.4414,-93.9514,3B,1A,chain_like,0.1
3A_01047,EONET_18669:0,EONET_18669,Wildfires,"RX Little Missouri Mountain Prescribed Fire, Polk, Arkansas",2026-03-14T09:22:00Z,r20_14,20,14,34.4414,-93.9514,3B,3A,general,0.15
2A_00075,EONET_18661:0,EONET_18661,Wildfires,"ANF Julie Creek 57/59 Rx Prescribed Fire, Angelina, Texas",2026-03-14T09:31:00Z,r20_14,20,14,31.178,-94.3364,3B,2A,wide_shallow,0.15
1A_00866,EONET_18664:0,EONET_18664,Wildfires,"RX Wildhorse South Prescribed Fire, Le Flore, Oklahoma",2026-03-14T09:43:00Z,r20_14,20,14,34.7789,-94.7742,3B,1A,chain_like,0.1
2A_00159,EONET_18664:0,EONET_18664,Wildfires,"RX Wildhorse South Prescribed Fire, Le Flore, Oklahoma",2026-03-14T09:43:00Z,r20_14,20,14,34.7789,-94.7742,3B,2A,wide_shallow,0.15
3A_00285,EONET_18664:0,EONET_18664,Wildfires,"RX Wildhorse South Prescribed Fire, Le Flore, Oklahoma",2026-03-14T09:43:00Z,r20_14,20,14,34.7789,-94.7742,3B,3A,general,0.15
1A_00529,EONET_18667:0,EONET_18667,Wildfires,"SHNF C-45 RX Prescribed Fire, Walker, Texas",2026-03-14T09:45:00Z,r20_14,20,14,30.5626,-95.6063,3B,1A,chain_like,0.1
