balanced_record_id,source_record_id,event_id,category,title,timestamp,region_id,region_row,region_col,latitude,longitude,primary_subarchetype,assigned_subarchetype,assigned_archetype,projection_weight
2A_00091,EONET_17283:0,EONET_17283,Wildfires,Wildfire in Central African Republic 1027003,2026-01-08T19:00:00Z,r16_33,16,33,7.8436,23.7702,3B,2A,wide_shallow,0.15
2A_00612,EONET_17219:0,EONET_17219,Wildfires,Wildfire in Central African Republic 1026966,2026-01-08T19:00:00Z,r16_34,16,34,7.7264,24.3479,3B,2A,wide_shallow,0.15
2A_01048,EONET_17116:0,EONET_17116,Wildfires,Wildfire in The Democratic Republic of Congo 1026872,2026-01-08T19:00:00Z,r15_34,15,34,3.7954,29.4362,3B,2A,wide_shallow,0.15
3A_00263,EONET_17116:0,EONET_17116,Wildfires,Wildfire in The Democratic Republic of Congo 1026872,2026-01-08T19:00:00Z,r15_34,15,34,3.7954,29.4362,3B,3A,general,0.15
3A_00536,EONET_17054:0,EONET_17054,Wildfires,Wildfire in Burkina Faso 1026840,2026-01-08T19:00:00Z,r17_29,17,29,14.0192,-1.6273,3B,3A,general,0.15
3B_00689,EONET_17052:0,EONET_17052,Wildfires,Wildfire in Sudan 1026824,2026-01-08T19:00:00Z,r16_34,16,34,7.2815,29.9789,3B,3B,general,0.35
3B_00718,EONET_17088:0,EONET_17088,Wildfires,Wildfire in Chad 1026860,2026-01-08T19:00:00Z,r16_33,16,33,10.9,19.5444,3B,3B,general,0.35
3A_01024,EONET_17107:0,EONET_17107,Floods,Flood in Belgium 1103707,2026-01-08T20:00:00Z,r23_30,23,30,50.7782,3.044,2B,3A,general,0.15
1B_00427,EONET_15494:7,EONET_15494,Sea and Lake Ice,Iceberg B22J,2026-01-09T00:00:00Z,r03_00,3,0,-68.55,-178.79,3C,1B,chain_like,0.25
1B_01102,EONET_6320:24,EONET_6320,Sea and Lake Ice,Iceberg A81,2026-01-09T00:00:00Z,r04_20,4,20,-64.87,-58.32,3C,1B,chain_like,0.25
3C_00066,EONET_6320:24,EONET_6320,Sea and Lake Ice,Iceberg A81,2026-01-09T00:00:00Z,r04_20,4,20,-64.87,-58.32,3C,3C,general,0.55
3C_00160,EONET_6320:24,EONET_6320,Sea and Lake Ice,Iceberg A81,2026-01-09T00:00:00Z,r04_20,4,20,-64.87,-58.32,3C,3C,general,0.55
3C_00167,EONET_6474:27,EONET_6474,Sea and Lake Ice,Iceberg D35,2026-01-09T00:00:00Z,r03_22,3,22,-67.73,-46.79,3C,3C,general,0.55
3C_00237,EONET_6424:36,EONET_6424,Sea and Lake Ice,Iceberg D33B,2026-01-09T00:00:00Z,r03_21,3,21,-69.03,-51.92,3C,3C,general,0.55
3C_00314,EONET_6424:36,EONET_6424,Sea and Lake Ice,Iceberg D33B,2026-01-09T00:00:00Z,r03_21,3,21,-69.03,-51.92,3C,3C,general,0.55
3C_00405,EONET_6424:36,EONET_6424,Sea and Lake Ice,Iceberg D33B,2026-01-09T00:00:00Z,r03_21,3,21,-69.03,-51.92,3C,3C,general,0.55
3C_00443,EONET_2734:63,EONET_2734,Sea and Lake Ice,Iceberg A23A,2026-01-09T00:00:00Z,r06_23,6,23,-52.98,-40.88,3C,3C,general,0.55
3C_00489,EONET_4125:53,EONET_4125,Sea and Lake Ice,Iceberg B15AB,2026-01-09T00:00:00Z,r05_23,5,23,-57.68,-37.84,3C,3C,general,0.55
3C_00536,EONET_6320:24,EONET_6320,Sea and Lake Ice,Iceberg A81,2026-01-09T00:00:00Z,r04_20,4,20,-64.87,-58.32,3C,3C,general,0.55
3C_00553,EONET_15494:7,EONET_15494,Sea and Lake Ice,Iceberg B22J,2026-01-09T00:00:00Z,r03_00,3,0,-68.55,-178.79,3C,3C,general,0.55
3C_00593,EONET_6424:36,EONET_6424,Sea and Lake Ice,Iceberg D33B,2026-01-09T00:00:00Z,r03_21,3,21,-69.03,-51.92,3C,3C,general,0.55
3C_00700,EONET_6523:23,EONET_6523,Sea and Lake Ice,Iceberg A83,2026-01-09T00:00:00Z,r03_21,3,21,-69.19,-52.2,3C,3C,general,0.55
3C_00710,EONET_6424:36,EONET_6424,Sea and Lake Ice,Iceberg D33B,2026-01-09T00:00:00Z,r03_21,3,21,-69.03,-51.92,3C,3C,general,0.55
3C_00711,EONET_2734:63,EONET_2734,Sea and Lake Ice,Iceberg A23A,2026-01-09T00:00:00Z,r06_23,6,23,-52.98,-40.88,3C,3C,general,0.55
3C_00844,EONET_2734:63,EONET_2734,Sea and Lake Ice,Iceberg A23A,2026-01-09T00:00:00Z,r06_23,6,23,-52.98,-40.88,3C,3C,general,0.55
3C_00924,EONET_6474:27,EONET_6474,Sea and Lake Ice,Iceberg D35,2026-01-09T00:00:00Z,r03_22,3,22,-67.73,-46.79,3C,3C,general,0.55
3C_00972,EONET_15494:7,EONET_15494,Sea and Lake Ice,Iceberg B22J,2026-01-09T00:00:00Z,r03_00,3,0,-68.55,-178.79,3C,3C,general,0.55
3C_01049,EONET_2734:63,EONET_2734,Sea and Lake Ice,Iceberg A23A,2026-01-09T00:00:00Z,r06_23,6,23,-52.98,-40.88,3C,3C,general,0.55
3A_00907,EONET_17105:0,EONET_17105,Wildfires,"MIR 5.1 ABC Rx 0109 Prescribed Fire, Brevard, Florida",2026-01-09T07:19:00Z,r19_16,19,16,28.6317,-80.6751,3B,3A,general,0.15
1B_00006,EONET_17106:0,EONET_17106,Wildfires,"APQ South Range Rx 0109 Prescribed Fire, Highlands, Florida",2026-01-09T09:48:00Z,r19_16,19,16,27.6216,-81.2204,3B,1B,chain_like,0.25
3B_00250,EONET_17106:0,EONET_17106,Wildfires,"APQ South Range Rx 0109 Prescribed Fire, Highlands, Florida",2026-01-09T09:48:00Z,r19_16,19,16,27.6216,-81.2204,3B,3B,general,0.35
3B_00198,EONET_17241:0,EONET_17241,Wildfires,"Blue Springs West 04 RX Prescribed Fire, Covington, Alabama",2026-01-09T10:07:00Z,r20_15,20,15,31.1455,-86.5869,3B,3B,general,0.35
1A_00540,EONET_17460:0,EONET_17460,Wildfires,"RX-KENWOOD 40 Prescribed Fire, Delaware, Oklahoma",2026-01-09T14:36:00Z,r21_14,21,14,36.2569,-94.8728,3B,1A,chain_like,0.1
1A_00035,EONET_17185:0,EONET_17185,Wildfires,Wildfire in Sudan 1026929,2026-01-09T19:00:00Z,r15_35,15,35,4.5574,30.5461,3B,1A,chain_like,0.1
1A_00232,EONET_17188:0,EONET_17188,Wildfires,Wildfire in Central African Republic 1026928,2026-01-09T19:00:00Z,r16_34,16,34,7.2758,25.2216,3B,1A,chain_like,0.1
1A_00495,EONET_17315:0,EONET_17315,Wildfires,Wildfire in Central African Republic 1027036,2026-01-09T19:00:00Z,r16_33,16,33,7.5481,21.3483,3B,1A,chain_like,0.1
1A_00648,EONET_17113:0,EONET_17113,Wildfires,Wildfire in South Africa 1026889,2026-01-09T19:00:00Z,r09_33,9,33,-33.992,20.7684,3B,1A,chain_like,0.1
1B_00030,EONET_17218:0,EONET_17218,Wildfires,Wildfire in Central African Republic 1026965,2026-01-09T19:00:00Z,r16_33,16,33,8.2909,22.8749,3B,1B,chain_like,0.25
1B_00034,EONET_17256:0,EONET_17256,Wildfires,Wildfire in Sudan 1026977,2026-01-09T19:00:00Z,r16_34,16,34,7.9198,29.6907,3B,1B,chain_like,0.25
1B_00091,EONET_17399:0,EONET_17399,Wildfires,Wildfire in Ghana 1027096,2026-01-09T19:00:00Z,r16_29,16,29,8.1235,-1.02,3B,1B,chain_like,0.25
1B_00100,EONET_17086:0,EONET_17086,Wildfires,Wildfire in Chad 1026865,2026-01-09T19:00:00Z,r16_33,16,33,10.8453,19.4651,3B,1B,chain_like,0.25
1B_00140,EONET_17186:0,EONET_17186,Wildfires,Wildfire in Central African Republic 1026949,2026-01-09T19:00:00Z,r16_33,16,33,8.529,21.779,3B,1B,chain_like,0.25
1B_00621,EONET_17256:0,EONET_17256,Wildfires,Wildfire in Sudan 1026977,2026-01-09T19:00:00Z,r16_34,16,34,7.9198,29.6907,3B,1B,chain_like,0.25
1B_00900,EONET_17152:0,EONET_17152,Wildfires,Wildfire in Central African Republic 1026909,2026-01-09T19:00:00Z,r16_33,16,33,8.347,23.7069,3B,1B,chain_like,0.25
1B_00980,EONET_17186:0,EONET_17186,Wildfires,Wildfire in Central African Republic 1026949,2026-01-09T19:00:00Z,r16_33,16,33,8.529,21.779,3B,1B,chain_like,0.25
2A_00406,EONET_17084:0,EONET_17084,Wildfires,Wildfire in Australia 1026869,2026-01-09T19:00:00Z,r08_53,8,53,-38.4715,143.451,3B,2A,wide_shallow,0.15
2A_00436,EONET_17189:0,EONET_17189,Wildfires,Wildfire in Sudan 1026930,2026-01-09T19:00:00Z,r15_34,15,34,5.3456,29.9217,3B,2A,wide_shallow,0.15
2A_00628,EONET_17113:0,EONET_17113,Wildfires,Wildfire in South Africa 1026889,2026-01-09T19:00:00Z,r09_33,9,33,-33.992,20.7684,3B,2A,wide_shallow,0.15
2A_01001,EONET_17085:0,EONET_17085,Wildfires,Wildfire in Australia 1026863,2026-01-09T19:00:00Z,r11_51,11,51,-22.3672,131.003,3B,2A,wide_shallow,0.15
2A_01006,EONET_17256:0,EONET_17256,Wildfires,Wildfire in Sudan 1026977,2026-01-09T19:00:00Z,r16_34,16,34,7.9198,29.6907,3B,2A,wide_shallow,0.15
2A_01038,EONET_17111:0,EONET_17111,Wildfires,Wildfire in Australia 1026897,2026-01-09T19:00:00Z,r11_51,11,51,-22.7567,128.5903,3B,2A,wide_shallow,0.15
3A_00056,EONET_17188:0,EONET_17188,Wildfires,Wildfire in Central African Republic 1026928,2026-01-09T19:00:00Z,r16_34,16,34,7.2758,25.2216,3B,3A,general,0.15
3A_00070,EONET_17151:0,EONET_17151,Wildfires,Wildfire in Sudan 1026908,2026-01-09T19:00:00Z,r17_33,17,33,14.4498,22.9853,3B,3A,general,0.15
3A_00338,EONET_17254:0,EONET_17254,Wildfires,Wildfire in Senegal 1026990,2026-01-09T19:00:00Z,r17_27,17,27,12.9802,-13.4122,3B,3A,general,0.15
3A_00895,EONET_17254:0,EONET_17254,Wildfires,Wildfire in Senegal 1026990,2026-01-09T19:00:00Z,r17_27,17,27,12.9802,-13.4122,3B,3A,general,0.15
3A_00953,EONET_17189:0,EONET_17189,Wildfires,Wildfire in Sudan 1026930,2026-01-09T19:00:00Z,r15_34,15,34,5.3456,29.9217,3B,3A,general,0.15
3B_00285,EONET_17151:0,EONET_17151,Wildfires,Wildfire in Sudan 1026908,2026-01-09T19:00:00Z,r17_33,17,33,14.4498,22.9853,3B,3B,general,0.35
3B_00390,EONET_17085:0,EONET_17085,Wildfires,Wildfire in Australia 1026863,2026-01-09T19:00:00Z,r11_51,11,51,-22.3672,131.003,3B,3B,general,0.35
2B_00018,EONET_17139:0,EONET_17139,Floods,Flood in El Salvador 1103712,2026-01-09T20:00:00Z,r17_15,17,15,13.7902,-89.343,2B,2B,wide_shallow,0.4
2B_01074,EONET_17139:0,EONET_17139,Floods,Flood in El Salvador 1103712,2026-01-09T20:00:00Z,r17_15,17,15,13.7902,-89.343,2B,2B,wide_shallow,0.4
2A_00998,EONET_17081:0,EONET_17081,Severe Storms,Tropical Cyclone Koji,2026-01-10T06:00:00Z,r12_54,12,54,-17.0,148.1,3B,2A,wide_shallow,0.25
2A_00999,EONET_17081:0,EONET_17081,Severe Storms,Tropical Cyclone Koji,2026-01-10T06:00:00Z,r12_54,12,54,-17.0,148.1,3B,2A,wide_shallow,0.25
2A_00158,EONET_17081:1,EONET_17081,Severe Storms,Tropical Cyclone Koji,2026-01-10T12:00:00Z,r12_54,12,54,-17.9,148.0,3B,2A,wide_shallow,0.25
1A_00366,EONET_17313:0,EONET_17313,Wildfires,Wildfire in Central African Republic 1027028,2026-01-10T19:00:00Z,r16_33,16,33,7.7269,19.5791,3B,1A,chain_like,0.1
1A_00587,EONET_17184:0,EONET_17184,Wildfires,Wildfire in Australia 1026955,2026-01-10T19:00:00Z,r11_51,11,51,-21.649,128.1701,3B,1A,chain_like,0.1
1A_00638,EONET_17178:0,EONET_17178,Wildfires,Wildfire in Sudan 1026922,2026-01-10T19:00:00Z,r16_35,16,35,8.6076,32.449,3B,1A,chain_like,0.1
1A_00735,EONET_17251:0,EONET_17251,Wildfires,Wildfire in Uganda 1026975,2026-01-10T19:00:00Z,r15_35,15,35,2.4108,31.5698,3B,1A,chain_like,0.1
1A_00958,EONET_17253:0,EONET_17253,Wildfires,Wildfire in Nigeria 1026987,2026-01-10T19:00:00Z,r16_30,16,30,9.8757,5.0805,3B,1A,chain_like,0.1
1B_00305,EONET_17082:0,EONET_17082,Wildfires,Wildfire in Australia 1026867,2026-01-10T19:00:00Z,r11_51,11,51,-21.7502,128.3604,3B,1B,chain_like,0.25
1B_00577,EONET_17181:0,EONET_17181,Wildfires,Wildfire in Central African Republic 1026926,2026-01-10T19:00:00Z,r16_33,16,33,6.8707,20.6108,3B,1B,chain_like,0.25
1B_00635,EONET_17216:0,EONET_17216,Wildfires,Wildfire in Central African Republic 1026963,2026-01-10T19:00:00Z,r16_33,16,33,8.2544,23.3602,3B,1B,chain_like,0.25
1B_00675,EONET_17217:0,EONET_17217,Wildfires,Wildfire in Ethiopia 1026964,2026-01-10T19:00:00Z,r16_35,16,35,8.8651,34.2343,3B,1B,chain_like,0.25
1B_00712,EONET_17384:0,EONET_17384,Wildfires,Wildfire in Central African Republic 1027079,2026-01-10T19:00:00Z,r16_34,16,34,7.1456,24.7353,3B,1B,chain_like,0.25
1B_01051,EONET_17280:0,EONET_17280,Wildfires,Wildfire in Central African Republic 1027002,2026-01-10T19:00:00Z,r16_33,16,33,8.373,19.5787,3B,1B,chain_like,0.25
2A_00549,EONET_17384:0,EONET_17384,Wildfires,Wildfire in Central African Republic 1027079,2026-01-10T19:00:00Z,r16_34,16,34,7.1456,24.7353,3B,2A,wide_shallow,0.15
2A_00791,EONET_17357:0,EONET_17357,Wildfires,Wildfire in Central African Republic 1027065,2026-01-10T19:00:00Z,r16_34,16,34,7.7985,24.6536,3B,2A,wide_shallow,0.15
3A_00266,EONET_17179:0,EONET_17179,Wildfires,Wildfire in Sudan 1026924,2026-01-10T19:00:00Z,r16_33,16,33,10.1712,23.9819,3B,3A,general,0.15
3A_00428,EONET_17177:0,EONET_17177,Wildfires,Wildfire in Sudan 1026923,2026-01-10T19:00:00Z,r16_34,16,34,7.0824,29.9615,3B,3A,general,0.15
3A_00585,EONET_17110:0,EONET_17110,Wildfires,Wildfire in Mali 1026892,2026-01-10T19:00:00Z,r17_28,17,28,15.4641,-11.3788,3B,3A,general,0.15
3A_00702,EONET_17312:0,EONET_17312,Wildfires,Wildfire in Central African Republic 1027026,2026-01-10T19:00:00Z,r16_33,16,33,7.8802,19.7794,3B,3A,general,0.15
3A_00862,EONET_17109:0,EONET_17109,Wildfires,Wildfire in Australia 1026896,2026-01-10T19:00:00Z,r11_51,11,51,-22.4091,130.9272,3B,3A,general,0.15
3A_00902,EONET_17251:0,EONET_17251,Wildfires,Wildfire in Uganda 1026975,2026-01-10T19:00:00Z,r15_35,15,35,2.4108,31.5698,3B,3A,general,0.15
3A_00998,EONET_17082:0,EONET_17082,Wildfires,Wildfire in Australia 1026867,2026-01-10T19:00:00Z,r11_51,11,51,-21.7502,128.3604,3B,3A,general,0.15
3B_00444,EONET_17147:0,EONET_17147,Wildfires,Wildfire in Sudan 1026904,2026-01-10T19:00:00Z,r16_35,16,35,7.7951,32.6324,3B,3B,general,0.35
3B_00964,EONET_17384:0,EONET_17384,Wildfires,Wildfire in Central African Republic 1027079,2026-01-10T19:00:00Z,r16_34,16,34,7.1456,24.7353,3B,3B,general,0.35
3B_01003,EONET_17357:0,EONET_17357,Wildfires,Wildfire in Central African Republic 1027065,2026-01-10T19:00:00Z,r16_34,16,34,7.7985,24.6536,3B,3B,general,0.35
2B_00553,EONET_17138:0,EONET_17138,Floods,Flood in Canada 1103711,2026-01-10T20:00:00Z,r23_09,23,9,49.1639,-123.9381,2B,2B,wide_shallow,0.4
1A_00867,EONET_17103:0,EONET_17103,Wildfires,"MIR 9.2 ABC Rx 0111 Prescribed Fire, Brevard, Florida",2026-01-11T08:33:00Z,r19_16,19,16,28.6317,-80.6751,3B,1A,chain_like,0.1
2A_00442,EONET_17103:0,EONET_17103,Wildfires,"MIR 9.2 ABC Rx 0111 Prescribed Fire, Brevard, Florida",2026-01-11T08:33:00Z,r19_16,19,16,28.6317,-80.6751,3B,2A,wide_shallow,0.15
3B_00948,EONET_17103:0,EONET_17103,Wildfires,"MIR 9.2 ABC Rx 0111 Prescribed Fire, Brevard, Florida",2026-01-11T08:33:00Z,r19_16,19,16,28.6317,-80.6751,3B,3B,general,0.35
2B_00639,EONET_17080:0,EONET_17080,Severe Storms,Tropical Cyclone Dudzai,2026-01-11T12:00:00Z,r12_42,12,42,-13.4,76.1,3B,2B,wide_shallow,0.2
2B_00414,EONET_17080:1,EONET_17080,Severe Storms,Tropical Cyclone Dudzai,2026-01-11T18:00:00Z,r12_42,12,42,-15.9,77.3,3B,2B,wide_shallow,0.2
1A_00118,EONET_17355:0,EONET_17355,Wildfires,Wildfire in Nigeria 1027058,2026-01-11T19:00:00Z,r16_30,16,30,8.6113,5.6245,3B,1A,chain_like,0.1
1A_01097,EONET_17278:0,EONET_17278,Wildfires,Wildfire in Sudan 1026998,2026-01-11T19:00:00Z,r16_34,16,34,7.0736,26.0138,3B,1A,chain_like,0.1
1B_00581,EONET_17310:0,EONET_17310,Wildfires,Wildfire in Sudan 1027025,2026-01-11T19:00:00Z,r16_34,16,34,8.0363,29.6992,3B,1B,chain_like,0.25
1B_00588,EONET_17382:0,EONET_17382,Wildfires,Wildfire in Central African Republic 1027077,2026-01-11T19:00:00Z,r16_34,16,34,6.6815,24.7757,3B,1B,chain_like,0.25
1B_00629,EONET_17274:0,EONET_17274,Wildfires,Wildfire in Uganda 1027007,2026-01-11T19:00:00Z,r15_35,15,35,2.2017,31.6246,3B,1B,chain_like,0.25
1B_00841,EONET_17308:0,EONET_17308,Wildfires,Wildfire in Central African Republic 1027033,2026-01-11T19:00:00Z,r16_34,16,34,6.7871,25.0791,3B,1B,chain_like,0.25
1B_01036,EONET_17142:0,EONET_17142,Wildfires,Wildfire in Ethiopia 1026899,2026-01-11T19:00:00Z,r16_35,16,35,7.1421,34.3661,3B,1B,chain_like,0.25
2A_00649,EONET_17276:0,EONET_17276,Wildfires,Wildfire in Central African Republic 1026996,2026-01-11T19:00:00Z,r16_34,16,34,6.7436,26.0433,3B,2A,wide_shallow,0.15
2A_00865,EONET_17308:0,EONET_17308,Wildfires,Wildfire in Central African Republic 1027033,2026-01-11T19:00:00Z,r16_34,16,34,6.7871,25.0791,3B,2A,wide_shallow,0.15
2A_00872,EONET_17213:0,EONET_17213,Wildfires,Wildfire in Central African Republic 1026961,2026-01-11T19:00:00Z,r16_33,16,33,8.5622,21.3097,3B,2A,wide_shallow,0.15
3A_00003,EONET_17143:0,EONET_17143,Wildfires,Wildfire in Sudan 1026900,2026-01-11T19:00:00Z,r16_35,16,35,6.6564,34.1232,3B,3A,general,0.15
3A_00230,EONET_17279:0,EONET_17279,Wildfires,Wildfire in Central African Republic 1026999,2026-01-11T19:00:00Z,r15_34,15,34,5.921,26.7095,3B,3A,general,0.15
3B_00220,EONET_17434:0,EONET_17434,Wildfires,Wildfire in Nigeria 1027129,2026-01-11T19:00:00Z,r16_30,16,30,10.2384,3.8214,3B,3B,general,0.35
2B_00663,EONET_17169:0,EONET_17169,Floods,Flood in South Africa 1103716,2026-01-11T20:00:00Z,r11_35,11,35,-22.3454,30.0269,2B,2B,wide_shallow,0.4
3B_00837,EONET_17225:0,EONET_17225,Wildfires,"ANF BU 218 Rx 0112 Prescribed Fire, Leon, Florida",2026-01-12T07:09:00Z,r20_15,20,15,30.3895,-84.393,3B,3B,general,0.35
3A_00224,EONET_17226:0,EONET_17226,Wildfires,"ANF BU 215 Rx 0112 Prescribed Fire, Leon, Florida",2026-01-12T07:40:00Z,r20_15,20,15,30.3873,-84.4835,3B,3A,general,0.15
2A_00376,EONET_17101:0,EONET_17101,Wildfires,"RX Bill Bolen 2 Prescribed Fire, Pontotoc, Oklahoma",2026-01-12T11:04:00Z,r20_13,20,13,34.5344,-96.6082,3B,2A,wide_shallow,0.15
1A_00047,EONET_17272:0,EONET_17272,Wildfires,Wildfire in Sudan 1027013,2026-01-12T19:00:00Z,r16_34,16,34,6.0166,29.0439,3B,1A,chain_like,0.1
1A_00376,EONET_17212:0,EONET_17212,Wildfires,Wildfire in Sudan 1026960,2026-01-12T19:00:00Z,r15_34,15,34,5.5257,28.0345,3B,1A,chain_like,0.1
1A_00438,EONET_17272:0,EONET_17272,Wildfires,Wildfire in Sudan 1027013,2026-01-12T19:00:00Z,r16_34,16,34,6.0166,29.0439,3B,1A,chain_like,0.1
1B_00606,EONET_17272:0,EONET_17272,Wildfires,Wildfire in Sudan 1027013,2026-01-12T19:00:00Z,r16_34,16,34,6.0166,29.0439,3B,1B,chain_like,0.25
2A_00891,EONET_17249:0,EONET_17249,Wildfires,Wildfire in Sudan 1026973,2026-01-12T19:00:00Z,r16_34,16,34,7.2875,29.7926,3B,2A,wide_shallow,0.15
3B_00086,EONET_17433:0,EONET_17433,Wildfires,Wildfire in Central African Republic 1027123,2026-01-12T19:00:00Z,r16_33,16,33,8.1201,19.9558,3B,3B,general,0.35
2B_00164,EONET_17167:0,EONET_17167,Floods,Flood in Peru 1103713,2026-01-12T20:00:00Z,r13_17,13,17,-10.9915,-74.7648,2B,2B,wide_shallow,0.4
2A_00106,EONET_17080:6,EONET_17080,Severe Storms,Tropical Cyclone Dudzai,2026-01-13T00:00:00Z,r12_43,12,43,-17.2,78.1,3B,2A,wide_shallow,0.25
1A_00594,EONET_17080:7,EONET_17080,Severe Storms,Tropical Cyclone Dudzai,2026-01-13T06:00:00Z,r12_43,12,43,-17.3,78.0,3B,1A,chain_like,0.1
2B_00009,EONET_17080:7,EONET_17080,Severe Storms,Tropical Cyclone Dudzai,2026-01-13T06:00:00Z,r12_43,12,43,-17.3,78.0,3B,2B,wide_shallow,0.2
3B_00344,EONET_17080:7,EONET_17080,Severe Storms,Tropical Cyclone Dudzai,2026-01-13T06:00:00Z,r12_43,12,43,-17.3,78.0,3B,3B,general,0.35
2A_00116,EONET_17237:0,EONET_17237,Wildfires,"RX Gib Road Prescribed Fire, Baxter, Arkansas",2026-01-13T08:47:00Z,r21_14,21,14,36.0178,-92.3294,3B,2A,wide_shallow,0.15
3A_00295,EONET_17237:0,EONET_17237,Wildfires,"RX Gib Road Prescribed Fire, Baxter, Arkansas",2026-01-13T08:47:00Z,r21_14,21,14,36.0178,-92.3294,3B,3A,general,0.15
3B_01106,EONET_17458:0,EONET_17458,Wildfires,"Hanks RX Prescribed Fire, Texas, Missouri",2026-01-13T09:25:00Z,r21_14,21,14,37.5375,-92.0389,3B,3B,general,0.35
2A_00188,EONET_17080:9,EONET_17080,Severe Storms,Tropical Cyclone Dudzai,2026-01-13T18:00:00Z,r12_42,12,42,-17.2,77.6,3B,2A,wide_shallow,0.25
2A_00393,EONET_17080:9,EONET_17080,Severe Storms,Tropical Cyclone Dudzai,2026-01-13T18:00:00Z,r12_42,12,42,-17.2,77.6,3B,2A,wide_shallow,0.25
1A_00006,EONET_17209:0,EONET_17209,Wildfires,Wildfire in Sudan 1026959,2026-01-13T19:00:00Z,r16_35,16,35,7.503,32.1385,3B,1A,chain_like,0.1
1A_00084,EONET_17304:0,EONET_17304,Wildfires,Wildfire in The Democratic Republic of Congo 1027023,2026-01-13T19:00:00Z,r15_34,15,34,3.8112,29.2656,3B,1A,chain_like,0.1
1A_01079,EONET_17302:0,EONET_17302,Wildfires,Wildfire in Nigeria 1027031,2026-01-13T19:00:00Z,r16_31,16,31,10.0403,6.3224,3B,1A,chain_like,0.1
1A_01101,EONET_17208:0,EONET_17208,Wildfires,Wildfire in Sudan 1026958,2026-01-13T19:00:00Z,r15_34,15,34,5.3161,28.5469,3B,1A,chain_like,0.1
1B_00021,EONET_17245:0,EONET_17245,Wildfires,Wildfire in Sudan 1026972,2026-01-13T19:00:00Z,r15_34,15,34,5.2623,28.529,3B,1B,chain_like,0.25
1B_00041,EONET_17210:0,EONET_17210,Wildfires,Wildfire in Central African Republic 1026957,2026-01-13T19:00:00Z,r16_33,16,33,8.0584,21.1834,3B,1B,chain_like,0.25
1B_00116,EONET_17621:0,EONET_17621,Wildfires,Wildfire in Nigeria 1027269,2026-01-13T19:00:00Z,r16_30,16,30,10.3916,5.9375,3B,1B,chain_like,0.25
1B_00125,EONET_17353:0,EONET_17353,Wildfires,Wildfire in Central African Republic 1027050,2026-01-13T19:00:00Z,r16_34,16,34,7.7435,24.9109,3B,1B,chain_like,0.25
1B_00212,EONET_17209:0,EONET_17209,Wildfires,Wildfire in Sudan 1026959,2026-01-13T19:00:00Z,r16_35,16,35,7.503,32.1385,3B,1B,chain_like,0.25
1B_00244,EONET_17211:0,EONET_17211,Wildfires,Wildfire in Australia 1026971,2026-01-13T19:00:00Z,r11_52,11,52,-23.7056,132.1833,3B,1B,chain_like,0.25
1B_00245,EONET_17246:0,EONET_17246,Wildfires,Wildfire in Senegal 1026985,2026-01-13T19:00:00Z,r17_27,17,27,12.9466,-13.4004,3B,1B,chain_like,0.25
1B_00517,EONET_17171:0,EONET_17171,Wildfires,Wildfire in Australia 1026953,2026-01-13T19:00:00Z,r11_52,11,52,-23.6664,132.2207,3B,1B,chain_like,0.25
1B_00977,EONET_17353:0,EONET_17353,Wildfires,Wildfire in Central African Republic 1027050,2026-01-13T19:00:00Z,r16_34,16,34,7.7435,24.9109,3B,1B,chain_like,0.25
2A_00525,EONET_17354:0,EONET_17354,Wildfires,Wildfire in Nigeria 1027057,2026-01-13T19:00:00Z,r16_30,16,30,10.7635,5.5738,3B,2A,wide_shallow,0.15
2A_00914,EONET_17268:0,EONET_17268,Wildfires,Wildfire in Sudan 1026993,2026-01-13T19:00:00Z,r15_35,15,35,5.7707,32.4215,3B,2A,wide_shallow,0.15
2A_00997,EONET_17208:0,EONET_17208,Wildfires,Wildfire in Sudan 1026958,2026-01-13T19:00:00Z,r15_34,15,34,5.3161,28.5469,3B,2A,wide_shallow,0.15
3A_00047,EONET_17298:0,EONET_17298,Wildfires,Wildfire in Chile 1027037,2026-01-13T19:00:00Z,r08_17,8,17,-36.5722,-72.5962,3B,3A,general,0.15
3A_00177,EONET_17208:0,EONET_17208,Wildfires,Wildfire in Sudan 1026958,2026-01-13T19:00:00Z,r15_34,15,34,5.3161,28.5469,3B,3A,general,0.15
3A_00336,EONET_17208:0,EONET_17208,Wildfires,Wildfire in Sudan 1026958,2026-01-13T19:00:00Z,r15_34,15,34,5.3161,28.5469,3B,3A,general,0.15
3A_00403,EONET_17298:0,EONET_17298,Wildfires,Wildfire in Chile 1027037,2026-01-13T19:00:00Z,r08_17,8,17,-36.5722,-72.5962,3B,3A,general,0.15
3A_00522,EONET_17302:0,EONET_17302,Wildfires,Wildfire in Nigeria 1027031,2026-01-13T19:00:00Z,r16_31,16,31,10.0403,6.3224,3B,3A,general,0.15
3A_00604,EONET_17304:0,EONET_17304,Wildfires,Wildfire in The Democratic Republic of Congo 1027023,2026-01-13T19:00:00Z,r15_34,15,34,3.8112,29.2656,3B,3A,general,0.15
3A_00681,EONET_17211:0,EONET_17211,Wildfires,Wildfire in Australia 1026971,2026-01-13T19:00:00Z,r11_52,11,52,-23.7056,132.1833,3B,3A,general,0.15
3A_00732,EONET_17171:0,EONET_17171,Wildfires,Wildfire in Australia 1026953,2026-01-13T19:00:00Z,r11_52,11,52,-23.6664,132.2207,3B,3A,general,0.15
